,BounceRates,ExitRates,PageValues,SpecialDay,Weekend,Administrative_per_duration,Informational_per_duration,ProductRel_per_dur,Month,Region,TrafficType,VisitorType,Revenue
25,0.0,0.04,0.0,0.0,0,0.0,0.0,0.03205127999671282,Feb,9,0,Returning_Visitor,0
26,0.002857143,0.00952381,0.0,0.0,0,0.061919495058901694,0.0,0.028182796513971965,Feb,1,0,Returning_Visitor,0
27,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.05263157202216157,Feb,1,0,Returning_Visitor,0
28,0.0,0.05,0.0,0.2,0,0.0,0.0,0.06349205341395978,Feb,1,0,Returning_Visitor,0
29,0.031578947,0.050821256,54.17976426,0.4,0,0.06896549346017466,0.0170482216246813,0.02843152722519964,Feb,1,0,Returning_Visitor,0
30,0.0,0.068253968,0.0,0.0,0,0.0,0.0,0.05714284081633119,Feb,6,0,Returning_Visitor,0
31,0.0,0.066666667,0.0,0.0,1,0.0,0.0,0.03846153353057262,Feb,6,0,Returning_Visitor,0
32,0.0,0.025,0.0,0.0,0,0.0,0.0,0.038186155695171566,Feb,1,0,Returning_Visitor,0
33,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.054446458005737955,Feb,3,0,Returning_Visitor,0
34,0.014285714,0.028571429,0.0,0.0,0,0.0,0.0,0.036793691542872764,Feb,1,0,Returning_Visitor,0
35,0.015384615,0.020352564,0.0,0.0,0,0.0,0.0,0.024925190073759516,Feb,7,0,Returning_Visitor,0
36,0.025,0.05625,0.0,0.0,1,0.0,0.0,0.02061855616962484,Feb,1,0,Returning_Visitor,0
37,0.0,0.028571429,0.0,0.8,0,0.06896549346017466,0.0,0.016778522926895204,Feb,8,0,Returning_Visitor,0
38,0.028571429,0.068253968,0.0,0.6,0,0.0,0.0,0.0760879802614755,Feb,1,0,Returning_Visitor,0
39,0.0,0.022222222,0.0,0.0,0,0.0,0.0,0.018672198782734465,Feb,1,0,Returning_Visitor,0
40,0.0,0.002380952,0.0,0.0,0,0.06896549346017466,0.0,0.011262380802239309,Feb,8,0,Returning_Visitor,0
41,0.0,0.066666667,0.0,0.6,0,0.0,0.0,0.0760879802614755,Feb,3,0,Returning_Visitor,0
42,0.0,0.006666667,0.0,0.0,0,0.0,0.0,0.0483610946204525,Feb,4,0,Returning_Visitor,0
43,0.0,0.05,0.0,0.4,0,0.0,0.0,0.058823512110731724,Feb,2,0,Returning_Visitor,0
44,0.0,0.05,0.0,0.0,0,0.0,0.0,0.04545454028925679,Feb,1,0,Returning_Visitor,0
45,0.003030303,0.006060606,0.0,0.2,0,0.0,0.0,0.03535556391553935,Feb,1,0,Returning_Visitor,0
46,0.017142857,0.057142857,0.0,0.0,0,0.0,0.0,0.06294963745730048,Feb,1,0,Returning_Visitor,0
47,0.031578947,0.068253968,0.0,0.2,0,0.0,0.0,0.03749999531250058,Feb,1,0,Returning_Visitor,0
48,0.0,0.003636364,0.0,0.0,0,0.0,0.0,0.013735691816567247,Feb,1,0,Returning_Visitor,0
49,0.031578947,0.068253968,0.0,0.6,0,0.0,0.0,0.0760879802614755,Feb,3,0,Returning_Visitor,0
50,0.031578947,0.068253968,0.0,0.0,1,0.0,0.0,0.0760879802614755,Feb,3,0,Returning_Visitor,0
51,0.011111111,0.026111111,0.0,0.2,0,0.0,0.0,0.04525455517012934,Feb,1,0,Returning_Visitor,0
52,0.0,0.068253968,0.0,1.0,1,0.0,0.0,0.06896549346017466,Feb,4,0,Returning_Visitor,0
53,0.0,0.068253968,0.0,0.0,0,0.0,0.0,0.024999998437500098,Feb,2,0,Returning_Visitor,0
54,0.031578947,0.025,0.0,0.4,0,0.0,0.0,0.029484027303515424,Feb,1,0,Returning_Visitor,0
55,0.031578947,0.068253968,0.0,0.2,0,0.0,0.0,0.0760879802614755,Feb,1,0,Returning_Visitor,0
56,0.031578947,0.068253968,0.0,0.6,0,0.0,0.0,0.0760879802614755,Feb,3,0,Returning_Visitor,0
57,0.0,0.014736467,19.44707913,0.2,0,0.06896549346017466,0.01666666527777789,0.036045356712207786,Feb,4,0,Returning_Visitor,0
58,0.0,0.05,0.0,0.4,0,0.0,0.0,0.038461534763313966,Feb,6,0,Returning_Visitor,0
59,0.011764706,0.046568627,0.0,0.6,0,0.06896549346017466,0.0,0.04191921707905838,Feb,2,0,Returning_Visitor,0
60,0.0,0.016666667,0.0,0.4,0,0.0,0.0,0.035502956479115,Feb,3,0,Returning_Visitor,0
61,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.01996007934231339,Feb,1,0,Returning_Visitor,0
62,0.009,0.019666667,38.30849268,0.0,0,0.042946613429534077,0.0,0.027034275431208715,Feb,3,0,Returning_Visitor,0
63,0.0,0.007142857,0.0,0.0,1,0.0,0.0,0.01981599405780617,Feb,5,0,Returning_Visitor,0
64,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.0760879802614755,Feb,4,0,Returning_Visitor,0
65,0.0,0.012643678,22.9160357,0.8,0,0.03415559383557397,0.0,0.0338204588679617,Feb,3,0,Returning_Visitor,1
66,0.002150538,0.015013034,0.0,0.0,0,0.06896549346017466,0.0,0.012945966554027513,Feb,1,0,Returning_Visitor,0
67,0.031578947,0.068253968,0.0,0.6,0,0.0,0.0,0.0760879802614755,Feb,5,0,Returning_Visitor,0
68,0.0,0.007407407,0.0,0.0,0,0.0,0.0,0.019955653880757717,Feb,2,0,Returning_Visitor,0
69,0.031578947,0.068253968,0.0,0.2,0,0.0,0.0,0.0760879802614755,Feb,3,0,Returning_Visitor,0
70,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.0760879802614755,Feb,1,0,Returning_Visitor,0
71,0.025,0.0525,0.0,0.0,0,0.0,0.0,0.0760879802614755,Feb,6,0,Returning_Visitor,0
72,0.0,0.068253968,0.0,0.4,0,0.0,0.0,0.0465116170903216,Feb,3,0,Returning_Visitor,0
73,0.0,0.0125,0.0,0.0,0,0.0,0.0,0.01874999955908204,Feb,3,0,Returning_Visitor,0
74,0.0,0.066666667,0.0,0.0,0,0.0,0.0,0.02222222057613181,Feb,3,0,Returning_Visitor,0
75,0.0,0.025,0.0,0.0,0,0.0,0.0,0.02719546696139124,Feb,1,0,Returning_Visitor,0
76,0.004347826,0.014492754,11.43941195,0.0,0,0.009943652532895848,0.0,0.017050769371991133,Feb,1,0,Returning_Visitor,1
77,0.0,0.05,0.0,0.6,0,0.0,0.0,0.026315786011080786,Feb,3,0,Returning_Visitor,0
78,0.031578947,0.068253968,0.0,1.0,1,0.0,0.0,0.0760879802614755,Feb,1,0,Returning_Visitor,0
79,0.031578947,0.068253968,0.0,0.4,0,0.0,0.0,0.0760879802614755,Feb,1,0,Returning_Visitor,0
80,0.0,0.028571429,0.0,0.0,1,0.0,0.0,0.033653844535872855,Feb,1,0,Returning_Visitor,0
81,0.0,0.016666667,0.0,0.8,0,0.0,0.0,0.014814814266117991,Feb,1,0,Returning_Visitor,0
82,0.0,0.02,0.0,0.0,0,0.0,0.0,0.0760879802614755,Feb,1,0,Returning_Visitor,0
83,0.016666667,0.058333333,0.0,0.0,0,0.0,0.0,0.031999999146666694,Feb,4,0,Returning_Visitor,0
84,0.031578947,0.068253968,0.0,0.8,1,0.0,0.0,0.0760879802614755,Feb,2,0,Returning_Visitor,0
85,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.0760879802614755,Feb,1,0,Returning_Visitor,0
86,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.046666663555555765,Feb,2,0,Returning_Visitor,0
87,0.0,0.066666667,0.0,0.0,0,0.0,0.0,0.021739128859483415,Feb,1,0,Returning_Visitor,0
88,0.028571429,0.023809524,0.0,0.4,0,0.0,0.0,0.020740740126200294,Feb,3,0,Returning_Visitor,0
89,0.0,0.007894737,0.0,0.0,0,0.0,0.0,0.030643513297004977,Feb,4,0,Returning_Visitor,0
90,0.0,0.011764706,0.0,0.4,0,0.055555540123461075,0.0,0.0760879802614755,Feb,1,0,Returning_Visitor,0
91,0.031578947,0.068253968,0.0,0.0,1,0.0,0.0,0.0760879802614755,Feb,1,0,Returning_Visitor,0
92,0.0,0.068253968,0.0,0.0,0,0.0,0.0,0.038461531065090176,Feb,1,0,Returning_Visitor,0
93,0.0,0.015384615,0.0,0.0,0,0.0,0.0,0.02002310327265147,Feb,1,0,New_Visitor,0
94,0.003703704,0.025925926,0.0,0.6,0,0.0,0.0,0.029178674037304626,Feb,3,0,Returning_Visitor,0
95,0.0,0.068253968,0.0,0.2,0,0.0,0.0,0.06060604224059325,Feb,1,0,Returning_Visitor,0
96,0.031578947,0.066666667,0.0,0.2,0,0.0,0.0,0.006777059716897798,Feb,1,0,Returning_Visitor,0
97,0.0,0.025,0.0,0.6,0,0.0,0.0,0.03809523446712053,Feb,1,0,Returning_Visitor,0
98,0.031578947,0.068253968,0.0,0.6,0,0.0,0.0170482216246813,0.0760879802614755,Feb,1,0,Returning_Visitor,0
99,0.004166667,0.031666667,0.0,0.0,0,0.0,0.0,0.02483700675509148,Feb,3,0,Returning_Visitor,0
100,0.0,0.008947368,0.0,0.4,0,0.06896549346017466,0.0,0.01442027941076437,Feb,1,0,Returning_Visitor,0
101,0.0,0.026984127,17.53595893,1.0,1,0.06557375974200659,0.0,0.031301482186137035,Feb,7,0,Returning_Visitor,1
102,0.0,0.033333333,0.0,0.4,0,0.0,0.0,0.014457830976919736,Feb,3,0,Returning_Visitor,0
103,0.0,0.01351025,0.0,0.8,0,0.06451610822061025,0.0170482216246813,0.017278360944270908,Feb,4,0,Returning_Visitor,0
104,0.007058824,0.017647059,0.0,0.0,0,0.051282042515890164,0.0,0.060355027435874176,Feb,3,0,Returning_Visitor,0
105,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.07407404663924198,Feb,7,0,Returning_Visitor,0
106,0.031578947,0.068253968,0.0,0.8,0,0.0,0.0170482216246813,0.041860463169280784,Feb,1,0,Returning_Visitor,0
107,0.031578947,0.066666667,0.0,0.0,0,0.0,0.0,0.07407406950160064,Feb,1,0,Returning_Visitor,0
108,0.031578947,0.066666667,0.0,0.8,0,0.0,0.0,0.017543858110187886,Feb,1,0,Returning_Visitor,0
109,0.000854701,0.01791847,0.0,0.0,0,0.018390804033998346,0.0170482216246813,0.025285380268916947,Feb,1,0,Returning_Visitor,0
110,0.0,0.016666667,0.0,0.6,0,0.0,0.0,0.0158102760549298,Feb,3,0,Returning_Visitor,0
111,0.031578947,0.068253968,0.0,0.4,0,0.0,0.0,0.0760879802614755,Feb,1,0,Returning_Visitor,0
112,0.031578947,0.068253968,0.0,0.8,0,0.0,0.0,0.0760879802614755,Feb,2,0,Returning_Visitor,0
113,0.008,0.024,0.0,0.2,0,0.06896549346017466,0.0,0.057273767301861005,Feb,1,0,Returning_Visitor,0
114,0.012903226,0.035483871,0.0,0.2,0,0.0,0.010752687015840106,0.02868525869900478,Feb,1,0,Returning_Visitor,0
115,0.0,0.005555556,0.0,0.0,1,0.0,0.0,0.03775563594242946,Feb,1,0,Returning_Visitor,0
116,0.0,0.012962963,0.0,0.8,0,0.0,0.0,0.018319278705653072,Feb,1,0,Returning_Visitor,0
117,0.018181818,0.027272727,0.0,0.2,0,0.0,0.0,0.019064124452961448,Feb,3,0,Returning_Visitor,0
118,0.0,0.068253968,0.0,0.0,0,0.0,0.0,0.0760879802614755,Feb,3,0,Returning_Visitor,0
119,0.0,0.068253968,0.0,0.0,0,0.0,0.0,0.019900496852388167,Feb,9,0,Returning_Visitor,0
120,0.0,0.033333333,0.0,0.0,0,0.0,0.0,0.024691357008586132,Feb,4,0,Returning_Visitor,0
121,0.0,0.05,0.0,0.6,0,0.0,0.0,0.02952029302433262,Feb,1,0,Returning_Visitor,0
122,0.0,0.034375,0.0,0.8,0,0.0,0.0170482216246813,0.03165033839762991,Feb,3,0,Returning_Visitor,0
123,0.0,0.066666667,0.0,0.0,0,0.0,0.0,0.0731707138608015,Feb,3,0,Returning_Visitor,0
124,0.028,0.068253968,0.0,0.0,0,0.0,0.0,0.03755547840370508,Feb,3,0,Returning_Visitor,0
125,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.0760879802614755,Feb,3,0,Returning_Visitor,0
126,0.0,0.040740741,0.0,0.4,0,0.0,0.0,0.007267833052283403,Feb,1,0,Returning_Visitor,0
127,0.0,0.05,0.0,0.4,0,0.0,0.0,0.044352452195433455,Feb,8,0,Returning_Visitor,0
128,0.0,0.00754717,0.0,0.6,0,0.008658008470605877,0.0,0.027225894700915052,Feb,9,0,Returning_Visitor,0
129,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.0760879802614755,Feb,1,0,Returning_Visitor,0
130,0.0,0.068253968,0.0,0.0,1,0.0,0.0,0.00900900860319781,Feb,1,0,Returning_Visitor,0
131,0.0,0.022222222,0.0,0.0,0,0.06896549346017466,0.0,0.0744763347915556,Feb,1,0,Returning_Visitor,0
132,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.0760879802614755,Feb,3,0,Returning_Visitor,0
133,0.0,0.011111111,0.0,0.8,0,0.0,0.0,0.006777059716897798,Feb,4,0,Returning_Visitor,0
134,0.0,0.018518519,0.0,0.6,0,0.053811654366667766,0.0,0.05790287529283283,Feb,3,0,Returning_Visitor,0
135,0.0,0.033333333,0.0,0.0,0,0.0,0.0,0.037934665665261456,Feb,4,0,Returning_Visitor,0
136,0.005555556,0.046296296,0.0,0.0,0,0.0,0.0,0.0296377597232749,Feb,5,0,Returning_Visitor,0
137,0.0,0.066666667,0.0,0.0,0,0.0,0.0,0.0760879802614755,Feb,1,0,Returning_Visitor,0
138,0.031578947,0.068253968,0.0,0.4,0,0.0,0.0,0.04761903628118183,Feb,1,0,Returning_Visitor,0
139,0.0,0.018039216,0.0,0.2,0,0.03860072003853124,0.0,0.013952329397052668,Feb,3,0,Returning_Visitor,0
140,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.0760879802614755,Feb,7,0,Returning_Visitor,0
141,0.0,0.011851852,0.0,0.2,0,0.0,0.0,0.033027521723760674,Feb,6,0,Returning_Visitor,0
142,0.0,0.007407407,0.0,0.0,0,0.06896549346017466,0.0,0.02325581327744729,Feb,2,0,Returning_Visitor,0
143,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.0760879802614755,Feb,2,0,Returning_Visitor,0
144,0.0,0.009090909,0.0,0.0,0,0.0,0.0170482216246813,0.011737089064118673,Feb,3,0,Returning_Visitor,0
145,0.031578947,0.066666667,0.0,0.4,0,0.0,0.0,0.006777059716897798,Feb,1,0,Returning_Visitor,0
146,0.0,0.033333333,0.0,0.0,0,0.0,0.0,0.006777059716897798,Feb,1,0,Returning_Visitor,0
147,0.0,0.05,0.0,0.0,0,0.0,0.0,0.006980802670492101,Feb,3,0,Returning_Visitor,0
148,0.007142857,0.030357143,0.0,0.0,0,0.0,0.0,0.02274142440926407,Feb,4,0,Returning_Visitor,0
149,0.0,0.027272727,0.0,0.8,0,0.0,0.0,0.034736841004653775,Feb,2,0,Returning_Visitor,0
150,0.0075,0.028166667,0.0,0.0,0,0.0,0.0,0.022890195831655764,Feb,1,0,Returning_Visitor,0
151,0.031578947,0.068253968,0.0,0.4,0,0.0,0.0,0.0760879802614755,Feb,3,0,Returning_Visitor,0
152,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.0760879802614755,Feb,5,0,Returning_Visitor,0
153,0.0,0.026315789,0.0,0.2,0,0.0,0.0,0.030894308440742955,Feb,3,0,Returning_Visitor,0
154,0.0,0.026666667,0.0,0.0,0,0.0,0.0,0.03438395284110973,Feb,1,0,Returning_Visitor,0
155,0.031578947,0.04993081,0.0,0.0,1,0.0,0.0,0.0340973783543996,Feb,2,0,Returning_Visitor,0
156,0.031578947,0.068253968,0.0,0.0,1,0.0,0.0,0.0760879802614755,Feb,3,0,Returning_Visitor,0
157,0.0,0.033333333,0.0,0.8,1,0.0,0.0,0.051063825441376554,Feb,1,0,Returning_Visitor,0
160,0.008695652,0.01884058,0.0,0.6,0,0.0,0.0,0.045847175162790715,Feb,4,0,Returning_Visitor,0
161,0.03030303,0.040606061,0.0,0.0,1,0.03448275267538747,0.0170482216246813,0.037386934220966145,Feb,1,0,Returning_Visitor,0
162,0.015217391,0.012463768,0.0,0.0,1,0.06896549346017466,0.0,0.018806214073538725,Feb,1,0,Returning_Visitor,0
163,0.0,0.016666667,0.0,0.4,0,0.0,0.0,0.012847965463640997,Feb,3,0,Returning_Visitor,0
164,0.008695652,0.011594203,0.0,0.6,0,0.0,0.0,0.031200542193472163,Feb,1,0,Returning_Visitor,0
165,0.0,0.033333333,0.0,0.0,0,0.0,0.0,0.0760879802614755,Feb,3,0,Returning_Visitor,0
166,0.0,0.04,0.0,0.0,0,0.0,0.0,0.0760879802614755,Feb,1,0,Returning_Visitor,0
167,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.039999996800000256,Feb,1,0,Returning_Visitor,0
168,0.018181818,0.063636364,0.0,0.0,0,0.0,0.0,0.016074037759077578,Feb,6,0,Returning_Visitor,0
169,0.0,0.0145,0.0,0.8,1,0.0,0.0,0.030053846024321013,Feb,7,0,Returning_Visitor,0
170,0.0,0.019166667,0.0,0.8,1,0.06896549346017466,0.0,0.030769230138067077,Feb,2,0,Returning_Visitor,0
171,0.011111111,0.033333333,0.0,0.0,0,0.0,0.0,0.03888676998056289,Feb,1,0,Returning_Visitor,0
172,0.031578947,0.068253968,0.0,0.6,0,0.0,0.0,0.05454544462810097,Feb,1,0,Returning_Visitor,0
173,0.031578947,0.068253968,0.0,0.8,1,0.0,0.0,0.0760879802614755,Feb,1,0,Returning_Visitor,0
174,0.0,0.008602151,0.0,1.0,1,0.06896549346017466,0.0,0.05369995031667172,Feb,8,0,Returning_Visitor,0
175,0.0,0.015384615,0.0,0.0,0,0.034482754657154634,0.0,0.03120124707640415,Feb,2,0,Returning_Visitor,0
176,0.0,0.014285714,0.0,0.0,0,0.0,0.0,0.01051051035269504,Feb,6,0,Returning_Visitor,0
177,0.010743802,0.047002635,0.0,0.0,0,0.06896549346017466,0.0,0.05176116963115842,Feb,1,0,Returning_Visitor,0
179,0.031578947,0.033333333,0.0,0.6,0,0.0,0.0,0.03675344338416886,Feb,6,0,Returning_Visitor,0
180,0.0,0.011764706,0.0,0.0,1,0.0,0.0,0.05980650625131025,Feb,6,0,Returning_Visitor,0
181,0.031578947,0.068253968,0.0,0.6,0,0.0,0.0,0.0760879802614755,Feb,1,0,Returning_Visitor,0
182,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.0760879802614755,Feb,1,0,Returning_Visitor,0
183,0.008333333,0.025,0.0,0.8,1,0.0,0.0,0.030769229585798866,Feb,1,0,Returning_Visitor,0
184,0.003174603,0.012764202,0.0,0.0,0,0.0,0.013218796548055696,0.01786625765390612,Mar,1,0,Returning_Visitor,0
185,0.011111111,0.027248677,8.000740741,0.0,0,0.0,0.0,0.021564504592544022,Mar,3,0,Returning_Visitor,0
186,0.0,0.006339869,0.0,0.0,0,0.06896549346017466,0.0,0.05975143332037006,Mar,3,0,Returning_Visitor,0
187,0.001960784,0.013509414,0.0,0.0,1,0.03403928367049297,0.013071894570464407,0.029240062214092557,Mar,6,0,Returning_Visitor,0
188,0.0,0.020708874,1.706014966,0.0,0,0.06896549346017466,0.0170482216246813,0.026219757752158596,Mar,7,0,Returning_Visitor,1
189,0.007142857,0.016727891,46.53017511,0.0,0,0.06382977365323965,0.0170482216246813,0.022605450218327727,Mar,1,0,Returning_Visitor,0
190,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.0760879802614755,Mar,1,0,Returning_Visitor,0
191,0.031578947,0.068253968,0.0,0.0,0,0.0024469820355058564,0.0170482216246813,0.0074297654750258785,Mar,1,0,Returning_Visitor,0
192,0.0,0.02,0.0,0.0,0,0.057692296597635265,0.0,0.028213165259775387,Mar,1,0,Returning_Visitor,0
193,0.0,0.066666667,0.0,0.0,0,0.0,0.0,0.07142855442177275,Mar,3,0,Returning_Visitor,0
194,0.009090909,0.057662338,0.0,0.0,1,0.0,0.0,0.06208842722818065,Mar,7,0,Returning_Visitor,0
195,0.002061856,0.010173465,0.0,0.0,0,0.0,0.0,0.027554309670886207,Mar,1,0,Returning_Visitor,0
196,0.0,0.005797101,19.34265017,0.0,0,0.03571427933673583,0.0069444439621913915,0.02613325349153733,Mar,4,0,New_Visitor,1
197,0.013068182,0.06140625,0.0,0.0,0,0.026557886907493177,0.0,0.006777059716897798,Mar,1,0,Returning_Visitor,0
198,0.0,0.002380952,109.176,0.0,0,0.0,0.0,0.020232474866128062,Mar,9,0,New_Visitor,1
199,0.0,0.002380952,96.25511582,0.0,1,0.03191489022182019,0.015999998720000103,0.027906814164868683,Mar,1,0,New_Visitor,1
200,0.0,0.004,153.4432478,0.0,1,0.03124999023437805,0.0,0.017439832516777703,Mar,7,0,Returning_Visitor,1
201,0.0,0.04,0.0,0.0,1,0.0,0.0,0.0760879802614755,Mar,1,0,Returning_Visitor,0
202,0.0,0.004166667,0.0,0.0,0,0.022935778764413817,0.0,0.045694198745370875,Mar,1,0,New_Visitor,0
203,0.0,0.068253968,0.0,0.0,0,0.0,0.0,0.022471908429070528,Mar,1,0,Returning_Visitor,0
204,0.0,0.008333333,0.0,0.0,0,0.008403360638373056,0.0,0.04031354847319395,Mar,1,0,Returning_Visitor,0
205,0.0,0.005263158,0.0,0.0,0,0.01067615620369551,0.0,0.035261707211863204,Mar,5,0,New_Visitor,0
206,0.0,0.0125,33.79956701,0.0,0,0.055555524691375174,0.0,0.012014266851779486,Mar,2,0,New_Visitor,1
207,0.0,0.028571429,0.0,0.0,1,0.04999998750000312,0.0,0.00895255131687464,Mar,7,0,New_Visitor,0
208,0.0,0.016666667,0.0,0.0,0,0.028037380557254153,0.0,0.027428569554024618,Mar,7,0,New_Visitor,0
209,0.0,0.04375,0.0,0.0,0,0.0,0.0,0.010943912298988888,Mar,1,0,Returning_Visitor,0
210,0.031578947,0.0375,0.0,0.0,0,0.040816318200751385,0.007874015128030305,0.021276594612947095,Mar,3,0,Returning_Visitor,0
211,0.031578947,0.04952381,0.0,0.0,0,0.0,0.0,0.024764150506811262,Mar,3,0,Returning_Visitor,0
212,0.0,0.05,0.0,0.0,0,0.0,0.0,0.039999992000001594,Mar,8,0,Returning_Visitor,0
213,0.006666667,0.033333333,0.0,0.0,1,0.06896549346017466,0.0,0.011844331440874257,Mar,6,0,Returning_Visitor,0
214,0.0,0.042857143,0.0,0.0,0,0.06896549346017466,0.011494252433170406,0.0355871873456517,Mar,1,0,Returning_Visitor,0
215,0.0,0.02,0.0,0.0,0,0.016260161279661685,0.006528835478550403,0.03720289279203135,Mar,4,0,Returning_Visitor,0
216,0.0,0.066666667,0.0,0.0,0,0.016949151106004142,0.0,0.0760879802614755,Mar,7,0,Returning_Visitor,0
217,0.005714286,0.028571429,0.0,0.0,0,0.0,0.0,0.02935290790758877,Mar,2,0,Returning_Visitor,0
218,0.016666667,0.068253968,0.0,0.0,0,0.0,0.0,0.060606057545148605,Mar,3,0,Returning_Visitor,0
219,0.0,0.066666667,0.0,0.0,0,0.0,0.0,0.0760879802614755,Mar,3,0,Returning_Visitor,0
220,0.0,0.013333333,35.0928,0.0,0,0.05263156509695655,0.0,0.021772939008196907,Mar,5,0,Returning_Visitor,1
221,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.0760879802614755,Mar,1,0,Returning_Visitor,0
222,0.031578947,0.068253968,0.0,0.0,0,0.0,0.0,0.0760879802614755,Mar,1,0,Returning_Visitor,0
223,0.0,0.02,0.0,0.0,0,0.01851851508916387,0.0,0.028503561591279734,Mar,1,0,New_Visitor,0
224,0.001481481,0.009150327,0.0,0.0,0,0.0010070493352764417,0.0,0.01830897424573369,Mar,4,0,Returning_Visitor,0
225,0.0,0.068253968,0.0,0.0,1,0.0,0.0,0.0760879802614755,Mar,3,0,Returning_Visitor,0
226,0.0,0.006578947,0.0,0.0,0,0.06734005827069922,0.0170482216246813,0.023138256152793905,Mar,4,0,Returning_Visitor,0
227,0.0,0.022222222,0.0,0.0,0,0.0,0.0,0.0760879802614755,Mar,1,0,Returning_Visitor,0
228,0.0,0.013333333,17.76266667,0.0,0,0.0,0.0,0.006846384224020606,Mar,1,0,Returning_Visitor,1
229,0.010526316,0.021052632,0.0,0.0,0,0.0,0.0,0.010087602813445166,Mar,1,0,Returning_Visitor,0
230,0.004,0.020666667,7.146260888,0.0,1,0.0624999804687561,0.0,0.040150967315900045,Mar,7,0,Returning_Visitor,0
231,0.0,0.014666667,0.0,0.0,0,0.008997750427876662,0.0,0.01313759634118133,Mar,3,0,Returning_Visitor,0
